symbol,company_name,isin,series,exchange_primary,nse_symbol,tags,bse_symbol,bse_code,paired_nse_symbol,include_flag,yahoo_ticker_ns,yahoo_ticker_bo,priority
GUJAPOLLO,Gujarat Apollo Industries Limited,INE826C01016,EQ,NSE,GUJAPOLLO,ALL_NSE,,,,YES,GUJAPOLLO.NS,,7
GUJGASLTD,Gujarat Gas Limited,INE844O01030,EQ,NSE,GUJGASLTD,ALL_NSE,,,,YES,GUJGASLTD.NS,,7
GUJRAFFIA,Gujarat Raffia Industries Limited,INE610B01024,EQ,NSE,GUJRAFFIA,ALL_NSE,,,,YES,GUJRAFFIA.NS,,7
GUJTHEM,Gujarat Themis Biosyn Limited,INE942C01045,EQ,NSE,GUJTHEM,ALL_NSE,,,,YES,GUJTHEM.NS,,7
GULFOILLUB,Gulf Oil Lubricants India Limited,INE635Q01029,EQ,NSE,GULFOILLUB,ALL_NSE,,,,YES,GULFOILLUB.NS,,7
GULFPETRO,GP Petroleums Limited,INE586G01017,EQ,NSE,GULFPETRO,ALL_NSE,,,,YES,GULFPETRO.NS,,7
GULPOLY,Gulshan Polyols Limited,INE255D01024,EQ,NSE,GULPOLY,ALL_NSE,,,,YES,GULPOLY.NS,,7
GVKPIL,GVK Power & Infrastructure Limited,INE251H01024,BE,NSE,GVKPIL,ALL_NSE,,,,YES,GVKPIL.NS,,7
GVPIL,GE Power India Limited,INE878A01011,BE,NSE,GVPIL,ALL_NSE,,,,YES,GVPIL.NS,,7
GVPTECH,GVP Infotech Limited,INE382T01030,EQ,NSE,GVPTECH,ALL_NSE,,,,YES,GVPTECH.NS,,7
HALDER,Halder Venture Limited,INE115S01010,EQ,NSE,HALDER,ALL_NSE,,,,YES,HALDER.NS,,7
HALEOSLABS,HALEOS LABS LIMITED,INE320X01016,EQ,NSE,HALEOSLABS,ALL_NSE,,,,YES,HALEOSLABS.NS,,7
HAPPSTMNDS,Happiest Minds Technologies Limited,INE419U01012,EQ,NSE,HAPPSTMNDS,ALL_NSE,,,,YES,HAPPSTMNDS.NS,,7
HAPPYFORGE,Happy Forgings Limited,INE330T01021,EQ,NSE,HAPPYFORGE,ALL_NSE,,,,YES,HAPPYFORGE.NS,,7
HARDWYN,Hardwyn India Limited,INE626Z01029,EQ,NSE,HARDWYN,ALL_NSE,,,,YES,HARDWYN.NS,,7
HARIOMPIPE,Hariom Pipe Industries Limited,INE00EV01017,EQ,NSE,HARIOMPIPE,ALL_NSE,,,,YES,HARIOMPIPE.NS,,7
HARRMALAYA,Harrisons  Malayalam Limited,INE544A01019,EQ,NSE,HARRMALAYA,ALL_NSE,,,,YES,HARRMALAYA.NS,,7
HARSHA,Harsha Engineers International Limited,INE0JUS01029,EQ,NSE,HARSHA,ALL_NSE,,,,YES,HARSHA.NS,,7
HATHWAY,Hathway Cable & Datacom Limited,INE982F01036,EQ,NSE,HATHWAY,ALL_NSE,,,,YES,HATHWAY.NS,,7
HATSUN,Hatsun Agro Product Limited,INE473B01035,EQ,NSE,HATSUN,ALL_NSE,,,,YES,HATSUN.NS,,7
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,INE293B01029,BE,NSE,HAVISHA,ALL_NSE,,,,YES,HAVISHA.NS,,7
HBSL,HB Stockholdings Limited,INE550B01022,EQ,NSE,HBSL,ALL_NSE,,,,YES,HBSL.NS,,7
HCC,Hindustan Construction Company Limited,INE549A01026,EQ,NSE,HCC,ALL_NSE,,,,YES,HCC.NS,,7
HCG,Healthcare Global Enterprises Limited,INE075I01017,EQ,NSE,HCG,ALL_NSE,,,,YES,HCG.NS,,7
HCL-INSYS,HCL Infosystems Limited,INE236A01020,EQ,NSE,HCL-INSYS,ALL_NSE,,,,YES,HCL-INSYS.NS,,7
HDIL,Housing Development and Infrastructure Limited,INE191I01012,BZ,NSE,HDIL,ALL_NSE,,,,YES,HDIL.NS,,7
HEADSUP,Heads UP Ventures Limited,INE759V01019,EQ,NSE,HEADSUP,ALL_NSE,,,,YES,HEADSUP.NS,,7
HECPROJECT,HEC Infra Projects Limited,INE558R01013,EQ,NSE,HECPROJECT,ALL_NSE,,,,YES,HECPROJECT.NS,,7
HEIDELBERG,HeidelbergCement India Limited,INE578A01017,EQ,NSE,HEIDELBERG,ALL_NSE,,,,YES,HEIDELBERG.NS,,7
HEMIPROP,Hemisphere Properties India Limited,INE0AJG01018,EQ,NSE,HEMIPROP,ALL_NSE,,,,YES,HEMIPROP.NS,,7
HERANBA,Heranba Industries Limited,INE694N01015,EQ,NSE,HERANBA,ALL_NSE,,,,YES,HERANBA.NS,,7
HERITGFOOD,Heritage Foods Limited,INE978A01027,EQ,NSE,HERITGFOOD,ALL_NSE,,,,YES,HERITGFOOD.NS,,7
HESTERBIO,Hester Biosciences Limited,INE782E01017,EQ,NSE,HESTERBIO,ALL_NSE,,,,YES,HESTERBIO.NS,,7
HEXATRADEX,Hexa Tradex Limited,INE750M01017,EQ,NSE,HEXATRADEX,ALL_NSE,,,,YES,HEXATRADEX.NS,,7
HGINFRA,H.G. Infra Engineering Limited,INE926X01010,EQ,NSE,HGINFRA,ALL_NSE,,,,YES,HGINFRA.NS,,7
HGM,HandsOn Global Management (HGM) Limited,INE596H01014,EQ,NSE,HGM,ALL_NSE,,,,YES,HGM.NS,,7
HGS,Hinduja Global Solutions Limited,INE170I01016,EQ,NSE,HGS,ALL_NSE,,,,YES,HGS.NS,,7
HIKAL,Hikal Limited,INE475B01022,EQ,NSE,HIKAL,ALL_NSE,,,,YES,HIKAL.NS,,7
HILINFRA,Highway Infrastructure Limited,INE00RL01028,EQ,NSE,HILINFRA,ALL_NSE,,,,YES,HILINFRA.NS,,7
HILTON,Hilton Metal Forging Limited,INE788H01017,EQ,NSE,HILTON,ALL_NSE,,,,YES,HILTON.NS,,7
HIMATSEIDE,Himatsingka Seide Limited,INE049A01027,EQ,NSE,HIMATSEIDE,ALL_NSE,,,,YES,HIMATSEIDE.NS,,7
HINDCOMPOS,Hindustan Composites Limited,INE310C01029,EQ,NSE,HINDCOMPOS,ALL_NSE,,,,YES,HINDCOMPOS.NS,,7
HINDCON,Hindcon Chemicals Limited,INE642Y01029,BE,NSE,HINDCON,ALL_NSE,,,,YES,HINDCON.NS,,7
HINDOILEXP,Hindustan Oil Exploration Company Limited,INE345A01011,EQ,NSE,HINDOILEXP,ALL_NSE,,,,YES,HINDOILEXP.NS,,7
HINDWAREAP,Hindware Home Innovation Limited,INE05AN01011,EQ,NSE,HINDWAREAP,ALL_NSE,,,,YES,HINDWAREAP.NS,,7
HIRECT,Hind Rectifiers Limited,INE835D01023,EQ,NSE,HIRECT,ALL_NSE,,,,YES,HIRECT.NS,,7
HISARMETAL,Hisar Metal Industries Limited,INE598C01011,EQ,NSE,HISARMETAL,ALL_NSE,,,,YES,HISARMETAL.NS,,7
HITECH,Hi-Tech Pipes Limited,INE106T01025,EQ,NSE,HITECH,ALL_NSE,,,,YES,HITECH.NS,,7
HITECHCORP,Hitech Corporation Limited,INE120D01012,EQ,NSE,HITECHCORP,ALL_NSE,,,,YES,HITECHCORP.NS,,7
HITECHGEAR,The Hi-Tech Gears Limited,INE127B01011,BE,NSE,HITECHGEAR,ALL_NSE,,,,YES,HITECHGEAR.NS,,7
HLEGLAS,HLE Glascoat Limited,INE461D01028,EQ,NSE,HLEGLAS,ALL_NSE,,,,YES,HLEGLAS.NS,,7
HLVLTD,HLV LIMITED,INE102A01024,EQ,NSE,HLVLTD,ALL_NSE,,,,YES,HLVLTD.NS,,7
HMAAGRO,HMA Agro Industries Limited,INE0ECP01024,EQ,NSE,HMAAGRO,ALL_NSE,,,,YES,HMAAGRO.NS,,7
HMT,HMT Limited,INE262A01018,BZ,NSE,HMT,ALL_NSE,,,,YES,HMT.NS,,7
HMVL,Hindustan Media Ventures Limited,INE871K01015,EQ,NSE,HMVL,ALL_NSE,,,,YES,HMVL.NS,,7
HNDFDS,Hindustan Foods Limited,INE254N01026,EQ,NSE,HNDFDS,ALL_NSE,,,,YES,HNDFDS.NS,,7
HONDAPOWER,Honda India Power Products Limited,INE634A01018,EQ,NSE,HONDAPOWER,ALL_NSE,,,,YES,HONDAPOWER.NS,,7
HPAL,HP Adhesives Limited,INE0GSL01024,EQ,NSE,HPAL,ALL_NSE,,,,YES,HPAL.NS,,7
HPIL,Hindprakash Industries Limited,INE05X901010,EQ,NSE,HPIL,ALL_NSE,,,,YES,HPIL.NS,,7
HPL,HPL Electric & Power Limited,INE495S01016,EQ,NSE,HPL,ALL_NSE,,,,YES,HPL.NS,,7
HTMEDIA,HT Media Limited,INE501G01024,EQ,NSE,HTMEDIA,ALL_NSE,,,,YES,HTMEDIA.NS,,7
HUBTOWN,Hubtown Limited,INE703H01016,EQ,NSE,HUBTOWN,ALL_NSE,,,,YES,HUBTOWN.NS,,7
HUHTAMAKI,Huhtamaki India Limited,INE275B01026,EQ,NSE,HUHTAMAKI,ALL_NSE,,,,YES,HUHTAMAKI.NS,,7
HYBRIDFIN,Hybrid Financial Services Limited,INE965B01022,EQ,NSE,HYBRIDFIN,ALL_NSE,,,,YES,HYBRIDFIN.NS,,7
IBULLSLTD,Indiabulls Limited,INE126M01010,EQ,NSE,IBULLSLTD,ALL_NSE,,,,YES,IBULLSLTD.NS,,7
ICDSLTD,ICDS Limited,INE613B01010,BE,NSE,ICDSLTD,ALL_NSE,,,,YES,ICDSLTD.NS,,7
ICEMAKE,Ice Make Refrigeration Limited,INE520Y01019,EQ,NSE,ICEMAKE,ALL_NSE,,,,YES,ICEMAKE.NS,,7
ICIL,Indo Count Industries Limited,INE483B01026,EQ,NSE,ICIL,ALL_NSE,,,,YES,ICIL.NS,,7
ICRA,ICRA Limited,INE725G01011,EQ,NSE,ICRA,ALL_NSE,,,,YES,ICRA.NS,,7
IDEAFORGE,Ideaforge Technology Limited,INE349Y01013,EQ,NSE,IDEAFORGE,ALL_NSE,,,,YES,IDEAFORGE.NS,,7
IFBAGRO,IFB Agro Industries Limited,INE076C01018,EQ,NSE,IFBAGRO,ALL_NSE,,,,YES,IFBAGRO.NS,,7
IFBIND,IFB Industries Limited,INE559A01017,EQ,NSE,IFBIND,ALL_NSE,,,,YES,IFBIND.NS,,7
IFGLEXPOR,IFGL Refractories Limited,INE133Y01011,EQ,NSE,IFGLEXPOR,ALL_NSE,,,,YES,IFGLEXPOR.NS,,7
IGARASHI,Igarashi Motors India Limited,INE188B01013,EQ,NSE,IGARASHI,ALL_NSE,,,,YES,IGARASHI.NS,,7
IGCL,Indogulf Cropsciences Limited,INE05J901018,EQ,NSE,IGCL,ALL_NSE,,,,YES,IGCL.NS,,7
IGPL,IG Petrochemicals Limited,INE204A01010,EQ,NSE,IGPL,ALL_NSE,,,,YES,IGPL.NS,,7
IIFLCAPS,IIFL Capital Services Limited,INE489L01022,EQ,NSE,IIFLCAPS,ALL_NSE,,,,YES,IIFLCAPS.NS,,7
IITL,Industrial Investment Trust Limited,INE886A01014,EQ,NSE,IITL,ALL_NSE,,,,YES,IITL.NS,,7
IKIO,IKIO Technologies Limited,INE0LOJ01019,EQ,NSE,IKIO,ALL_NSE,,,,YES,IKIO.NS,,7
IL&FSENGG,IL&FS Engineering and Construction Company Limited,INE369I01014,BZ,NSE,IL&FSENGG,ALL_NSE,,,,YES,IL&FSENGG.NS,,7
IL&FSTRANS,IL&FS Transportation Networks Limited,INE975G01012,BZ,NSE,IL&FSTRANS,ALL_NSE,,,,YES,IL&FSTRANS.NS,,7
IMAGICAA,Imagicaaworld Entertainment Limited,INE172N01012,EQ,NSE,IMAGICAA,ALL_NSE,,,,YES,IMAGICAA.NS,,7
IMFA,Indian Metals & Ferro Alloys Limited,INE919H01018,EQ,NSE,IMFA,ALL_NSE,,,,YES,IMFA.NS,,7
IMPAL,India Motor Parts and Accessories Limited,INE547E01014,EQ,NSE,IMPAL,ALL_NSE,,,,YES,IMPAL.NS,,7
IMPEXFERRO,Impex Ferro Tech Limited,INE691G01015,BZ,NSE,IMPEXFERRO,ALL_NSE,,,,YES,IMPEXFERRO.NS,,7
INA,Insolation Energy Limited,INE0LGX01024,EQ,NSE,INA,ALL_NSE,,,,YES,INA.NS,,7
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,INE452L01012,EQ,NSE,INCREDIBLE,ALL_NSE,,,,YES,INCREDIBLE.NS,,7
INDBANK,Indbank Merchant Banking Services Limited,INE841B01017,EQ,NSE,INDBANK,ALL_NSE,,,,YES,INDBANK.NS,,7
INDIAGLYCO,India Glycols Limited,INE560A01023,EQ,NSE,INDIAGLYCO,ALL_NSE,,,,YES,INDIAGLYCO.NS,,7
INDIANCARD,Indian Card Clothing Company Limited,INE061A01014,EQ,NSE,INDIANCARD,ALL_NSE,,,,YES,INDIANCARD.NS,,7
INDIANHUME,Indian Hume Pipe Company Limited,INE323C01030,EQ,NSE,INDIANHUME,ALL_NSE,,,,YES,INDIANHUME.NS,,7
INDIASHLTR,India Shelter Finance Corporation Limited,INE922K01024,EQ,NSE,INDIASHLTR,ALL_NSE,,,,YES,INDIASHLTR.NS,,7
INDIGOPNTS,Indigo Paints Limited,INE09VQ01012,EQ,NSE,INDIGOPNTS,ALL_NSE,,,,YES,INDIGOPNTS.NS,,7
INDIQUBE,Indiqube Spaces Limited,INE06ST01018,EQ,NSE,INDIQUBE,ALL_NSE,,,,YES,INDIQUBE.NS,,7
INDNIPPON,India Nippon Electricals Limited,INE092B01025,EQ,NSE,INDNIPPON,ALL_NSE,,,,YES,INDNIPPON.NS,,7
INDOAMIN,Indo Amines Limited,INE760F01028,EQ,NSE,INDOAMIN,ALL_NSE,,,,YES,INDOAMIN.NS,,7
INDOBORAX,Indo Borax & Chemicals Limited,INE803D01021,EQ,NSE,INDOBORAX,ALL_NSE,,,,YES,INDOBORAX.NS,,7
INDOCO,Indoco Remedies Limited,INE873D01024,EQ,NSE,INDOCO,ALL_NSE,,,,YES,INDOCO.NS,,7
INDOFARM,Indo Farm Equipment Limited,INE622H01018,EQ,NSE,INDOFARM,ALL_NSE,,,,YES,INDOFARM.NS,,7
INDORAMA,Indo Rama Synthetics (India) Limited,INE156A01020,EQ,NSE,INDORAMA,ALL_NSE,,,,YES,INDORAMA.NS,,7
INDOSTAR,IndoStar Capital Finance Limited,INE896L01010,EQ,NSE,INDOSTAR,ALL_NSE,,,,YES,INDOSTAR.NS,,7
INDOTECH,Indo Tech Transformers Limited,INE332H01014,EQ,NSE,INDOTECH,ALL_NSE,,,,YES,INDOTECH.NS,,7
INDOTHAI,Indo Thai Securities Limited,INE337M01021,EQ,NSE,INDOTHAI,ALL_NSE,,,,YES,INDOTHAI.NS,,7
INDOUS,Indo Us Biotech Limited,INE250Z01010,EQ,NSE,INDOUS,ALL_NSE,,,,YES,INDOUS.NS,,7
INDOWIND,Indowind Energy Limited,INE227G01018,EQ,NSE,INDOWIND,ALL_NSE,,,,YES,INDOWIND.NS,,7
INDRAMEDCO,Indraprastha Medical Corporation Limited,INE681B01017,EQ,NSE,INDRAMEDCO,ALL_NSE,,,,YES,INDRAMEDCO.NS,,7
INDSWFTLAB,Ind-Swift Laboratories Limited,INE915B01019,EQ,NSE,INDSWFTLAB,ALL_NSE,,,,YES,INDSWFTLAB.NS,,7
INDTERRAIN,Indian Terrain Fashions Limited,INE611L01021,EQ,NSE,INDTERRAIN,ALL_NSE,,,,YES,INDTERRAIN.NS,,7
INFOBEAN,InfoBeans Technologies Limited,INE344S01016,EQ,NSE,INFOBEAN,ALL_NSE,,,,YES,INFOBEAN.NS,,7
INFOMEDIA,Infomedia Press Limited,INE669A01022,EQ,NSE,INFOMEDIA,ALL_NSE,,,,YES,INFOMEDIA.NS,,7
INGERRAND,Ingersoll Rand (India) Limited,INE177A01018,EQ,NSE,INGERRAND,ALL_NSE,,,,YES,INGERRAND.NS,,7
INNOVACAP,Innova Captab Limited,INE0DUT01020,EQ,NSE,INNOVACAP,ALL_NSE,,,,YES,INNOVACAP.NS,,7
INNOVANA,Innovana Thinklabs Limited,INE403Y01018,EQ,NSE,INNOVANA,ALL_NSE,,,,YES,INNOVANA.NS,,7
INNOVISION,Innovision Limited,INE0ADB01012,EQ,NSE,INNOVISION,ALL_NSE,,,,YES,INNOVISION.NS,,7
INOXGREEN,Inox Green Energy Services Limited,INE510W01014,EQ,NSE,INOXGREEN,ALL_NSE,,,,YES,INOXGREEN.NS,,7
INOXINDIA,INOX India Limited,INE616N01034,EQ,NSE,INOXINDIA,ALL_NSE,,,,YES,INOXINDIA.NS,,7
INSECTICID,Insecticides (India) Limited,INE070I01018,EQ,NSE,INSECTICID,ALL_NSE,,,,YES,INSECTICID.NS,,7
INSPIRISYS,Inspirisys Solutions Limited,INE020G01017,BE,NSE,INSPIRISYS,ALL_NSE,,,,YES,INSPIRISYS.NS,,7
INTENTECH,Intense Technologies Limited,INE781A01025,EQ,NSE,INTENTECH,ALL_NSE,,,,YES,INTENTECH.NS,,7
INTERARCH,Interarch Building Solutions Limited,INE00M901018,EQ,NSE,INTERARCH,ALL_NSE,,,,YES,INTERARCH.NS,,7
INTLCONV,International Conveyors Limited,INE575C01027,EQ,NSE,INTLCONV,ALL_NSE,,,,YES,INTLCONV.NS,,7
INVENTURE,Inventure Growth & Securities Limited,INE878H01024,EQ,NSE,INVENTURE,ALL_NSE,,,,YES,INVENTURE.NS,,7
IOLCP,IOL Chemicals and Pharmaceuticals Limited,INE485C01029,EQ,NSE,IOLCP,ALL_NSE,,,,YES,IOLCP.NS,,7
IONEXCHANG,ION Exchange (India) Limited,INE570A01022,EQ,NSE,IONEXCHANG,ALL_NSE,,,,YES,IONEXCHANG.NS,,7
IPL,India Pesticides Limited,INE0D6701023,EQ,NSE,IPL,ALL_NSE,,,,YES,IPL.NS,,7
IRIS,IRIS RegTech Solutions Limited,INE864K01010,EQ,NSE,IRIS,ALL_NSE,,,,YES,IRIS.NS,,7
IRISDOREME,Iris Clothings Limited,INE01GN01025,EQ,NSE,IRISDOREME,ALL_NSE,,,,YES,IRISDOREME.NS,,7
IRMENERGY,IRM Energy Limited,INE07U701015,EQ,NSE,IRMENERGY,ALL_NSE,,,,YES,IRMENERGY.NS,,7
ISFT,Intrasoft Technologies Limited,INE566K01011,EQ,NSE,ISFT,ALL_NSE,,,,YES,ISFT.NS,,7
ISGEC,Isgec Heavy Engineering Limited,INE858B01029,EQ,NSE,ISGEC,ALL_NSE,,,,YES,ISGEC.NS,,7
ISHANCH,Ishan Dyes and Chemicals Limited,INE561M01018,EQ,NSE,ISHANCH,ALL_NSE,,,,YES,ISHANCH.NS,,7
ITDC,India Tourism Development Corporation Limited,INE353K01014,EQ,NSE,ITDC,ALL_NSE,,,,YES,ITDC.NS,,7
IVALUE,Ivalue Infosolutions Limited,INE056801025,EQ,NSE,IVALUE,ALL_NSE,,,,YES,IVALUE.NS,,7
IVC,IL&FS Investment Managers Limited,INE050B01023,EQ,NSE,IVC,ALL_NSE,,,,YES,IVC.NS,,7
IVP,IVP Limited,INE043C01018,EQ,NSE,IVP,ALL_NSE,,,,YES,IVP.NS,,7
IXIGO,Le Travenues Technology Limited,INE0HV901016,EQ,NSE,IXIGO,ALL_NSE,,,,YES,IXIGO.NS,,7
IZMO,IZMO Limited,INE848A01014,BE,NSE,IZMO,ALL_NSE,,,,YES,IZMO.NS,,7
JAGRAN,Jagran Prakashan Limited,INE199G01027,EQ,NSE,JAGRAN,ALL_NSE,,,,YES,JAGRAN.NS,,7
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,INE048B01035,EQ,NSE,JAGSNPHARM,ALL_NSE,,,,YES,JAGSNPHARM.NS,,7
JAIBALAJI,Jai Balaji Industries Limited,INE091G01026,EQ,NSE,JAIBALAJI,ALL_NSE,,,,YES,JAIBALAJI.NS,,7
JAICORPLTD,Jai Corp Limited,INE070D01027,EQ,NSE,JAICORPLTD,ALL_NSE,,,,YES,JAICORPLTD.NS,,7
JAIPURKURT,Nandani Creation Limited,INE696V01013,EQ,NSE,JAIPURKURT,ALL_NSE,,,,YES,JAIPURKURT.NS,,7
JAMNAAUTO,Jamna Auto Industries Limited,INE039C01032,EQ,NSE,JAMNAAUTO,ALL_NSE,,,,YES,JAMNAAUTO.NS,,7
JARO,Jaro Institute of Technology Management and Research Limited,INE00YJ01010,EQ,NSE,JARO,ALL_NSE,,,,YES,JARO.NS,,7
JASH,Jash Engineering Limited,INE039O01029,EQ,NSE,JASH,ALL_NSE,,,,YES,JASH.NS,,7
JAYAGROGN,Jayant Agro Organics Limited,INE785A01026,EQ,NSE,JAYAGROGN,ALL_NSE,,,,YES,JAYAGROGN.NS,,7
JAYBARMARU,Jay Bharat Maruti Limited,INE571B01036,EQ,NSE,JAYBARMARU,ALL_NSE,,,,YES,JAYBARMARU.NS,,7
JAYKAY,Jaykay Enterprises Limited,INE903A01025,EQ,NSE,JAYKAY,ALL_NSE,,,,YES,JAYKAY.NS,,7
JAYNECOIND,Jayaswal Neco Industries Limited,INE854B01010,EQ,NSE,JAYNECOIND,ALL_NSE,,,,YES,JAYNECOIND.NS,,7
JAYSREETEA,Jayshree Tea & Industries Limited,INE364A01020,EQ,NSE,JAYSREETEA,ALL_NSE,,,,YES,JAYSREETEA.NS,,7
JETFREIGHT,Jet Freight Logistics Limited,INE982V01025,EQ,NSE,JETFREIGHT,ALL_NSE,,,,YES,JETFREIGHT.NS,,7
JGCHEM,J.G.Chemicals Limited,INE0MB501011,EQ,NSE,JGCHEM,ALL_NSE,,,,YES,JGCHEM.NS,,7
JHS,JHS Svendgaard Laboratories Limited,INE544H01014,BE,NSE,JHS,ALL_NSE,,,,YES,JHS.NS,,7
JINDALPHOT,Jindal Photo Limited,INE796G01012,EQ,NSE,JINDALPHOT,ALL_NSE,,,,YES,JINDALPHOT.NS,,7
JINDALPOLY,Jindal Poly Films Limited,INE197D01010,EQ,NSE,JINDALPOLY,ALL_NSE,,,,YES,JINDALPOLY.NS,,7
JINDRILL,Jindal Drilling And Industries Limited,INE742C01031,EQ,NSE,JINDRILL,ALL_NSE,,,,YES,JINDRILL.NS,,7
JINDWORLD,Jindal Worldwide Limited,INE247D01039,EQ,NSE,JINDWORLD,ALL_NSE,,,,YES,JINDWORLD.NS,,7
JISLDVREQS,Jain Irrigation Systems Limited,IN9175A01010,EQ,NSE,JISLDVREQS,ALL_NSE,,,,YES,JISLDVREQS.NS,,7
JISLJALEQS,Jain Irrigation Systems Limited,INE175A01038,EQ,NSE,JISLJALEQS,ALL_NSE,,,,YES,JISLJALEQS.NS,,7
JITFINFRA,JITF Infralogistics Limited,INE863T01013,BE,NSE,JITFINFRA,ALL_NSE,,,,YES,JITFINFRA.NS,,7
JKIL,J.Kumar Infraprojects Limited,INE576I01022,EQ,NSE,JKIL,ALL_NSE,,,,YES,JKIL.NS,,7
JKIPL,Jinkushal Industries Limited,INE1FF001016,EQ,NSE,JKIPL,ALL_NSE,,,,YES,JKIPL.NS,,7
JKLAKSHMI,JK Lakshmi Cement Limited,INE786A01032,EQ,NSE,JKLAKSHMI,ALL_NSE,,,,YES,JKLAKSHMI.NS,,7
JKPAPER,JK Paper Limited,INE789E01012,EQ,NSE,JKPAPER,ALL_NSE,,,,YES,JKPAPER.NS,,7
JLHL,Jupiter Life Line Hospitals Limited,INE682M01012,EQ,NSE,JLHL,ALL_NSE,,,,YES,JLHL.NS,,7
JMA,Jullundur Motor Agency (Delhi) Limited,INE412C01023,EQ,NSE,JMA,ALL_NSE,,,,YES,JMA.NS,,7
JNKINDIA,JNK India Limited,INE0OAF01028,EQ,NSE,JNKINDIA,ALL_NSE,,,,YES,JNKINDIA.NS,,7
JOCIL,Jocil Limited,INE839G01010,EQ,NSE,JOCIL,ALL_NSE,,,,YES,JOCIL.NS,,7
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,INE147P01019,EQ,NSE,JPOLYINVST,ALL_NSE,,,,YES,JPOLYINVST.NS,,7
JSFB,Jana Small Finance Bank Limited,INE953L01027,EQ,NSE,JSFB,ALL_NSE,,,,YES,JSFB.NS,,7
JSLL,Jeena Sikho Lifecare Limited,INE0J5801029,EQ,NSE,JSLL,ALL_NSE,,,,YES,JSLL.NS,,7
JSWHL,JSW Holdings Limited,INE824G01012,EQ,NSE,JSWHL,ALL_NSE,,,,YES,JSWHL.NS,,7
JTEKTINDIA,Jtekt India Limited,INE643A01035,EQ,NSE,JTEKTINDIA,ALL_NSE,,,,YES,JTEKTINDIA.NS,,7
JTLIND,JTL INDUSTRIES LIMITED,INE391J01032,EQ,NSE,JTLIND,ALL_NSE,,,,YES,JTLIND.NS,,7
JUBLCPL,Jubilant Agri and Consumer Products Limited,INE03CC01015,EQ,NSE,JUBLCPL,ALL_NSE,,,,YES,JUBLCPL.NS,,7
JUNIPER,Juniper Hotels Limited,INE696F01016,EQ,NSE,JUNIPER,ALL_NSE,,,,YES,JUNIPER.NS,,7
JUSTDIAL,Just Dial Limited,INE599M01018,EQ,NSE,JUSTDIAL,ALL_NSE,,,,YES,JUSTDIAL.NS,,7
JYOTHYLAB,Jyothy Labs Limited,INE668F01031,EQ,NSE,JYOTHYLAB,ALL_NSE,,,,YES,JYOTHYLAB.NS,,7
JYOTISTRUC,Jyoti Structures Limited,INE197A01024,EQ,NSE,JYOTISTRUC,ALL_NSE,,,,YES,JYOTISTRUC.NS,,7
KABRAEXTRU,Kabra Extrusion Technik Limited,INE900B01029,EQ,NSE,KABRAEXTRU,ALL_NSE,,,,YES,KABRAEXTRU.NS,,7
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,INE437B01014,EQ,NSE,KAKATCEM,ALL_NSE,,,,YES,KAKATCEM.NS,,7
KALAMANDIR,Sai Silks (Kalamandir) Limited,INE438K01021,EQ,NSE,KALAMANDIR,ALL_NSE,,,,YES,KALAMANDIR.NS,,7
KALPATARU,Kalpataru Limited,INE227J01012,EQ,NSE,KALPATARU,ALL_NSE,,,,YES,KALPATARU.NS,,7
KALYANI,Kalyani Commercials Limited,INE610E01010,BE,NSE,KALYANI,ALL_NSE,,,,YES,KALYANI.NS,,7
KALYANIFRG,Kalyani Forge Limited,INE314G01014,EQ,NSE,KALYANIFRG,ALL_NSE,,,,YES,KALYANIFRG.NS,,7
KAMATHOTEL,Kamat Hotels (I) Limited,INE967C01018,EQ,NSE,KAMATHOTEL,ALL_NSE,,,,YES,KAMATHOTEL.NS,,7
KAMDHENU,Kamdhenu Limited,INE390H01020,EQ,NSE,KAMDHENU,ALL_NSE,,,,YES,KAMDHENU.NS,,7
KAMOPAINTS,Kamdhenu Ventures Limited,INE0BTI01037,BE,NSE,KAMOPAINTS,ALL_NSE,,,,YES,KAMOPAINTS.NS,,7
KANANIIND,Kanani Industries Limited,INE879E01037,EQ,NSE,KANANIIND,ALL_NSE,,,,YES,KANANIIND.NS,,7
KANORICHEM,Kanoria Chemicals & Industries Limited,INE138C01024,EQ,NSE,KANORICHEM,ALL_NSE,,,,YES,KANORICHEM.NS,,7
KANPRPLA,Kanpur Plastipack Limited,INE694E01014,EQ,NSE,KANPRPLA,ALL_NSE,,,,YES,KANPRPLA.NS,,7
KANSAINER,Kansai Nerolac Paints Limited,INE531A01024,EQ,NSE,KANSAINER,ALL_NSE,,,,YES,KANSAINER.NS,,7
KAPSTON,Kapston Services Limited,INE542Z01028,BE,NSE,KAPSTON,ALL_NSE,,,,YES,KAPSTON.NS,,7
KARMAENG,Karma Energy Limited,INE725L01011,EQ,NSE,KARMAENG,ALL_NSE,,,,YES,KARMAENG.NS,,7
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,INE234I01028,EQ,NSE,KAUSHALYA,ALL_NSE,,,,YES,KAUSHALYA.NS,,7
