symbol,company_name,isin,series,exchange_primary,nse_symbol,tags,bse_symbol,bse_code,paired_nse_symbol,include_flag,yahoo_ticker_ns,yahoo_ticker_bo,priority
CAPILLARY,Capillary Technologies India Limited,INE0ILV01024,EQ,NSE,CAPILLARY,ALL_NSE,,,,YES,CAPILLARY.NS,,7
CAPITALSFB,Capital Small Finance Bank Limited,INE646H01017,EQ,NSE,CAPITALSFB,ALL_NSE,,,,YES,CAPITALSFB.NS,,7
CAPTRUST,Capital Trust Limited,INE707C01018,BE,NSE,CAPTRUST,ALL_NSE,,,,YES,CAPTRUST.NS,,7
CARERATING,CARE Ratings Limited,INE752H01013,EQ,NSE,CARERATING,ALL_NSE,,,,YES,CARERATING.NS,,7
CARRARO,Carraro India Limited,INE0V7W01012,EQ,NSE,CARRARO,ALL_NSE,,,,YES,CARRARO.NS,,7
CARYSIL,CARYSIL LIMITED,INE482D01024,EQ,NSE,CARYSIL,ALL_NSE,,,,YES,CARYSIL.NS,,7
CCAVENUE,AvenuesAI Limited,INE483S01020,EQ,NSE,CCAVENUE,ALL_NSE,,,,YES,CCAVENUE.NS,,7
CCCL,Consolidated Construction Consortium Limited,INE429I01024,EQ,NSE,CCCL,ALL_NSE,,,,YES,CCCL.NS,,7
CCHHL,Country Club Hospitality & Holidays Limited,INE652F01027,EQ,NSE,CCHHL,ALL_NSE,,,,YES,CCHHL.NS,,7
CEIGALL,Ceigall India Limited,INE0AG901020,EQ,NSE,CEIGALL,ALL_NSE,,,,YES,CEIGALL.NS,,7
CEINSYS,Ceinsys Tech Limited,INE016Q01014,EQ,NSE,CEINSYS,ALL_NSE,,,,YES,CEINSYS.NS,,7
CELEBRITY,Celebrity Fashions Limited,INE185H01016,EQ,NSE,CELEBRITY,ALL_NSE,,,,YES,CELEBRITY.NS,,7
CELLO,Cello World Limited,INE0LMW01024,EQ,NSE,CELLO,ALL_NSE,,,,YES,CELLO.NS,,7
CENTENKA,Century Enka Limited,INE485A01015,EQ,NSE,CENTENKA,ALL_NSE,,,,YES,CENTENKA.NS,,7
CENTEXT,Century Extrusions Limited,INE281A01026,EQ,NSE,CENTEXT,ALL_NSE,,,,YES,CENTEXT.NS,,7
CENTRUM,Centrum Capital Limited,INE660C01027,EQ,NSE,CENTRUM,ALL_NSE,,,,YES,CENTRUM.NS,,7
CENTUM,Centum Electronics Limited,INE320B01020,EQ,NSE,CENTUM,ALL_NSE,,,,YES,CENTUM.NS,,7
CENTURYPLY,Century Plyboards (India) Limited,INE348B01021,EQ,NSE,CENTURYPLY,ALL_NSE,,,,YES,CENTURYPLY.NS,,7
CERA,Cera Sanitaryware Limited,INE739E01017,EQ,NSE,CERA,ALL_NSE,,,,YES,CERA.NS,,7
CEREBRAINT,Cerebra Integrated Technologies Limited,INE345B01019,BZ,NSE,CEREBRAINT,ALL_NSE,,,,YES,CEREBRAINT.NS,,7
CEWATER,Concord Enviro Systems Limited,INE037Z01029,EQ,NSE,CEWATER,ALL_NSE,,,,YES,CEWATER.NS,,7
CHEMBOND,Chembond Material Technologies Limited,INE995D01025,EQ,NSE,CHEMBOND,ALL_NSE,,,,YES,CHEMBOND.NS,,7
CHEMBONDCH,Chembond Chemicals Limited,INE0TGX01019,EQ,NSE,CHEMBONDCH,ALL_NSE,,,,YES,CHEMBONDCH.NS,,7
CHEMCON,Chemcon Speciality Chemicals Limited,INE03YM01018,EQ,NSE,CHEMCON,ALL_NSE,,,,YES,CHEMCON.NS,,7
CHEMFAB,Chemfab Alkalis Limited,INE783X01023,EQ,NSE,CHEMFAB,ALL_NSE,,,,YES,CHEMFAB.NS,,7
CHEMPLASTS,Chemplast Sanmar Limited,INE488A01050,EQ,NSE,CHEMPLASTS,ALL_NSE,,,,YES,CHEMPLASTS.NS,,7
CHEVIOT,Cheviot Company Limited,INE974B01016,EQ,NSE,CHEVIOT,ALL_NSE,,,,YES,CHEVIOT.NS,,7
CIEINDIA,CIE Automotive India Limited,INE536H01010,EQ,NSE,CIEINDIA,ALL_NSE,,,,YES,CIEINDIA.NS,,7
CIFL,Capital India Finance Limited,INE345H01024,EQ,NSE,CIFL,ALL_NSE,,,,YES,CIFL.NS,,7
CIGNITITEC,Cigniti Technologies Limited,INE675C01017,EQ,NSE,CIGNITITEC,ALL_NSE,,,,YES,CIGNITITEC.NS,,7
CINELINE,Cineline India Limited,INE704H01022,EQ,NSE,CINELINE,ALL_NSE,,,,YES,CINELINE.NS,,7
CINEVISTA,Cinevista Limited,INE039B01026,EQ,NSE,CINEVISTA,ALL_NSE,,,,YES,CINEVISTA.NS,,7
CLCIND,CLC Industries Limited,INE376C01038,BE,NSE,CLCIND,ALL_NSE,,,,YES,CLCIND.NS,,7
CLEANMAX,Clean Max Enviro Energy Solutions Limited,INE647U01026,EQ,NSE,CLEANMAX,ALL_NSE,,,,YES,CLEANMAX.NS,,7
CLEDUCATE,CL Educate Limited,INE201M01029,BE,NSE,CLEDUCATE,ALL_NSE,,,,YES,CLEDUCATE.NS,,7
CLSEL,Chaman Lal Setia Exports Limited,INE419D01026,EQ,NSE,CLSEL,ALL_NSE,,,,YES,CLSEL.NS,,7
CMICABLES,CMI Limited,INE981B01011,BZ,NSE,CMICABLES,ALL_NSE,,,,YES,CMICABLES.NS,,7
CMPDI,Central Mine Planning & Design Institute Limited,INE05HV01027,EQ,NSE,CMPDI,ALL_NSE,,,,YES,CMPDI.NS,,7
CMSINFO,CMS Info Systems Limited,INE925R01014,EQ,NSE,CMSINFO,ALL_NSE,,,,YES,CMSINFO.NS,,7
CNL,Creative Newtech Limited,INE985W01018,EQ,NSE,CNL,ALL_NSE,,,,YES,CNL.NS,,7
COASTCORP,Coastal Corporation Limited,INE377E01024,EQ,NSE,COASTCORP,ALL_NSE,,,,YES,COASTCORP.NS,,7
COFFEEDAY,Coffee Day Enterprises Limited,INE335K01011,EQ,NSE,COFFEEDAY,ALL_NSE,,,,YES,COFFEEDAY.NS,,7
COMPINFO,Compuage Infocom Limited,INE070C01037,BZ,NSE,COMPINFO,ALL_NSE,,,,YES,COMPINFO.NS,,7
COMPUSOFT,Compucom Software Limited,INE453B01029,EQ,NSE,COMPUSOFT,ALL_NSE,,,,YES,COMPUSOFT.NS,,7
COMSYN,Commercial Syn Bags Limited,INE073V01015,EQ,NSE,COMSYN,ALL_NSE,,,,YES,COMSYN.NS,,7
CONFIPET,Confidence Petroleum India Limited,INE552D01024,EQ,NSE,CONFIPET,ALL_NSE,,,,YES,CONFIPET.NS,,7
CONSOFINVT,Consolidated Finvest & Holdings Limited,INE025A01027,BE,NSE,CONSOFINVT,ALL_NSE,,,,YES,CONSOFINVT.NS,,7
CONTROLPR,Control Print Limited,INE663B01015,EQ,NSE,CONTROLPR,ALL_NSE,,,,YES,CONTROLPR.NS,,7
CORALFINAC,Coral India Finance & Housing Limited,INE558D01021,EQ,NSE,CORALFINAC,ALL_NSE,,,,YES,CORALFINAC.NS,,7
CORDSCABLE,Cords Cable Industries Limited,INE792I01017,EQ,NSE,CORDSCABLE,ALL_NSE,,,,YES,CORDSCABLE.NS,,7
CORONA,CORONA Remedies Limited,INE02ZQ01018,EQ,NSE,CORONA,ALL_NSE,,,,YES,CORONA.NS,,7
COSMOFIRST,COSMO FIRST LIMITED,INE757A01017,EQ,NSE,COSMOFIRST,ALL_NSE,,,,YES,COSMOFIRST.NS,,7
COUNCODOS,Country Condo's Limited,INE695B01025,EQ,NSE,COUNCODOS,ALL_NSE,,,,YES,COUNCODOS.NS,,7
CPCAP,CP Capital Limited,INE521J01018,EQ,NSE,CPCAP,ALL_NSE,,,,YES,CPCAP.NS,,7
CPEDU,Career Point Edutech Limited,INE0P6P01016,EQ,NSE,CPEDU,ALL_NSE,,,,YES,CPEDU.NS,,7
CRAMC,Canara Robeco Asset Management Company Limited,INE218I01013,EQ,NSE,CRAMC,ALL_NSE,,,,YES,CRAMC.NS,,7
CREATIVEYE,Creative Eye Limited,INE230B01021,EQ,NSE,CREATIVEYE,ALL_NSE,,,,YES,CREATIVEYE.NS,,7
CREST,Crest Ventures Limited,INE559D01011,EQ,NSE,CREST,ALL_NSE,,,,YES,CREST.NS,,7
CRIZAC,Crizac Limited,INE0S4R01014,EQ,NSE,CRIZAC,ALL_NSE,,,,YES,CRIZAC.NS,,7
CROWN,Crown Lifters Limited,INE491V01019,EQ,NSE,CROWN,ALL_NSE,,,,YES,CROWN.NS,,7
CSBBANK,CSB Bank Limited,INE679A01013,EQ,NSE,CSBBANK,ALL_NSE,,,,YES,CSBBANK.NS,,7
CSLFINANCE,CSL Finance Limited,INE718F01018,EQ,NSE,CSLFINANCE,ALL_NSE,,,,YES,CSLFINANCE.NS,,7
CTE,Cambridge Technology Enterprises Limited,INE627H01017,BE,NSE,CTE,ALL_NSE,,,,YES,CTE.NS,,7
CUBEXTUB,Cubex Tubings Limited,INE144D01012,EQ,NSE,CUBEXTUB,ALL_NSE,,,,YES,CUBEXTUB.NS,,7
CUPID,Cupid Limited,INE509F01029,EQ,NSE,CUPID,ALL_NSE,,,,YES,CUPID.NS,,7
CURAA,Cura Technologies Limited,INE117B01020,BE,NSE,CURAA,ALL_NSE,,,,YES,CURAA.NS,,7
CYBERMEDIA,Cyber Media (India) Limited,INE278G01037,EQ,NSE,CYBERMEDIA,ALL_NSE,,,,YES,CYBERMEDIA.NS,,7
CYBERTECH,Cybertech Systems And Software Limited,INE214A01019,EQ,NSE,CYBERTECH,ALL_NSE,,,,YES,CYBERTECH.NS,,7
CYIENTDLM,Cyient DLM Limited,INE055S01018,EQ,NSE,CYIENTDLM,ALL_NSE,,,,YES,CYIENTDLM.NS,,7
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,INE495A01022,EQ,NSE,DALMIASUG,ALL_NSE,,,,YES,DALMIASUG.NS,,7
DAMCAPITAL,Dam Capital Advisors Limited,INE284H01025,EQ,NSE,DAMCAPITAL,ALL_NSE,,,,YES,DAMCAPITAL.NS,,7
DAMODARIND,Damodar Industries Limited,INE497D01022,EQ,NSE,DAMODARIND,ALL_NSE,,,,YES,DAMODARIND.NS,,7
DANGEE,Dangee Dums Limited,INE688Y01022,EQ,NSE,DANGEE,ALL_NSE,,,,YES,DANGEE.NS,,7
DATAMATICS,Datamatics Global Services Limited,INE365B01017,EQ,NSE,DATAMATICS,ALL_NSE,,,,YES,DATAMATICS.NS,,7
DAVANGERE,Davangere Sugar Company Limited,INE179G01029,EQ,NSE,DAVANGERE,ALL_NSE,,,,YES,DAVANGERE.NS,,7
DBCORP,D.B.Corp Limited,INE950I01011,EQ,NSE,DBCORP,ALL_NSE,,,,YES,DBCORP.NS,,7
DBEIL,Deepak Builders & Engineers India Limited,INE0OPA01019,EQ,NSE,DBEIL,ALL_NSE,,,,YES,DBEIL.NS,,7
DBL,Dilip Buildcon Limited,INE917M01012,EQ,NSE,DBL,ALL_NSE,,,,YES,DBL.NS,,7
DBOL,Dhampur Bio Organics Limited,INE0I3401014,BE,NSE,DBOL,ALL_NSE,,,,YES,DBOL.NS,,7
DBREALTY,Valor Estate Limited,INE879I01012,EQ,NSE,DBREALTY,ALL_NSE,,,,YES,DBREALTY.NS,,7
DBSTOCKBRO,DB (International) Stock Brokers Limited,INE921B01025,EQ,NSE,DBSTOCKBRO,ALL_NSE,,,,YES,DBSTOCKBRO.NS,,7
DCAL,Dishman Carbogen Amcis Limited,INE385W01011,EQ,NSE,DCAL,ALL_NSE,,,,YES,DCAL.NS,,7
DCBBANK,DCB Bank Limited,INE503A01015,EQ,NSE,DCBBANK,ALL_NSE,,,,YES,DCBBANK.NS,,7
DCI,Dc Infotech And Communication Limited,INE0A1101019,BE,NSE,DCI,ALL_NSE,,,,YES,DCI.NS,,7
DCM,DCM  Limited,INE498A01018,EQ,NSE,DCM,ALL_NSE,,,,YES,DCM.NS,,7
DCMFINSERV,DCM Financial Services Limited,INE891B01012,BE,NSE,DCMFINSERV,ALL_NSE,,,,YES,DCMFINSERV.NS,,7
DCMNVL,DCM Nouvelle Limited,INE08KP01019,EQ,NSE,DCMNVL,ALL_NSE,,,,YES,DCMNVL.NS,,7
DCMSIL,DCM Shriram International Limited,INE0OU201013,BE,NSE,DCMSIL,ALL_NSE,,,,YES,DCMSIL.NS,,7
DCMSRIND,DCM Shriram Industries Limited,INE843D01027,EQ,NSE,DCMSRIND,ALL_NSE,,,,YES,DCMSRIND.NS,,7
DCW,DCW Limited,INE500A01029,EQ,NSE,DCW,ALL_NSE,,,,YES,DCW.NS,,7
DDEVPLSTIK,Ddev Plastiks Industries Limited,INE0HR601026,EQ,NSE,DDEVPLSTIK,ALL_NSE,,,,YES,DDEVPLSTIK.NS,,7
DECCANCE,Deccan Cements Limited,INE583C01021,EQ,NSE,DECCANCE,ALL_NSE,,,,YES,DECCANCE.NS,,7
DEEDEV,DEE Development Engineers Limited,INE841L01016,EQ,NSE,DEEDEV,ALL_NSE,,,,YES,DEEDEV.NS,,7
DEEPINDS,Deep Industries Limited,INE0FHS01024,EQ,NSE,DEEPINDS,ALL_NSE,,,,YES,DEEPINDS.NS,,7
DELPHIFX,DELPHI WORLD MONEY LIMITED,INE726L01027,EQ,NSE,DELPHIFX,ALL_NSE,,,,YES,DELPHIFX.NS,,7
DELTACORP,Delta Corp Limited,INE124G01033,EQ,NSE,DELTACORP,ALL_NSE,,,,YES,DELTACORP.NS,,7
DELTAMAGNT,Delta Manufacturing Limited,INE393A01011,EQ,NSE,DELTAMAGNT,ALL_NSE,,,,YES,DELTAMAGNT.NS,,7
DEN,Den Networks Limited,INE947J01015,EQ,NSE,DEN,ALL_NSE,,,,YES,DEN.NS,,7
DENORA,De Nora India Limited,INE244A01016,EQ,NSE,DENORA,ALL_NSE,,,,YES,DENORA.NS,,7
DENTA,Denta Water and Infra Solutions Limited,INE0R4L01018,EQ,NSE,DENTA,ALL_NSE,,,,YES,DENTA.NS,,7
DEVIT,Dev Information Technology Limited,INE060X01034,EQ,NSE,DEVIT,ALL_NSE,,,,YES,DEVIT.NS,,7
DEVX,Dev Accelerator Limited,INE0VOV01021,EQ,NSE,DEVX,ALL_NSE,,,,YES,DEVX.NS,,7
DGCONTENT,Digicontent Limited,INE03JI01017,EQ,NSE,DGCONTENT,ALL_NSE,,,,YES,DGCONTENT.NS,,7
DHAMPURSUG,Dhampur Sugar Mills Limited,INE041A01016,EQ,NSE,DHAMPURSUG,ALL_NSE,,,,YES,DHAMPURSUG.NS,,7
DHANBANK,Dhanlaxmi Bank Limited,INE680A01011,EQ,NSE,DHANBANK,ALL_NSE,,,,YES,DHANBANK.NS,,7
DHANUKA,Dhanuka Agritech Limited,INE435G01025,EQ,NSE,DHANUKA,ALL_NSE,,,,YES,DHANUKA.NS,,7
DHARAN,DHARAN INFRA-EPC LIMITED,INE278R01034,BZ,NSE,DHARAN,ALL_NSE,,,,YES,DHARAN.NS,,7
DHARMAJ,Dharmaj Crop Guard Limited,INE00OQ01016,EQ,NSE,DHARMAJ,ALL_NSE,,,,YES,DHARMAJ.NS,,7
DHRUV,Dhruv Consultancy Services Limited,INE506Z01015,EQ,NSE,DHRUV,ALL_NSE,,,,YES,DHRUV.NS,,7
DHUNINV,Dhunseri Investments Limited,INE320L01011,EQ,NSE,DHUNINV,ALL_NSE,,,,YES,DHUNINV.NS,,7
DIACABS,Diamond Power Infrastructure Limited,INE989C01038,EQ,NSE,DIACABS,ALL_NSE,,,,YES,DIACABS.NS,,7
DIAMINESQ,Diamines & Chemicals Limited,INE591D01014,EQ,NSE,DIAMINESQ,ALL_NSE,,,,YES,DIAMINESQ.NS,,7
DIAMONDYD,Prataap Snacks Limited,INE393P01035,EQ,NSE,DIAMONDYD,ALL_NSE,,,,YES,DIAMONDYD.NS,,7
DICIND,DIC India Limited,INE303A01010,EQ,NSE,DICIND,ALL_NSE,,,,YES,DICIND.NS,,7
DIFFNKG,Diffusion Engineers Limited,INE184O01015,EQ,NSE,DIFFNKG,ALL_NSE,,,,YES,DIFFNKG.NS,,7
DIGIDRIVE,Digidrive Distributors Limited,INE0PSC01024,EQ,NSE,DIGIDRIVE,ALL_NSE,,,,YES,DIGIDRIVE.NS,,7
DIGISPICE,DiGiSPICE Technologies Limited,INE927C01020,EQ,NSE,DIGISPICE,ALL_NSE,,,,YES,DIGISPICE.NS,,7
DIGITIDE,Digitide Solutions Limited,INE0U4701011,EQ,NSE,DIGITIDE,ALL_NSE,,,,YES,DIGITIDE.NS,,7
DIGJAMLMTD,Digjam Limited,INE731U01028,EQ,NSE,DIGJAMLMTD,ALL_NSE,,,,YES,DIGJAMLMTD.NS,,7
DIL,Debock Industries Limited,INE411Y01011,BZ,NSE,DIL,ALL_NSE,,,,YES,DIL.NS,,7
DISHTV,Dish TV India Limited,INE836F01026,EQ,NSE,DISHTV,ALL_NSE,,,,YES,DISHTV.NS,,7
DIVGIITTS,Divgi Torqtransfer Systems Limited,INE753U01022,EQ,NSE,DIVGIITTS,ALL_NSE,,,,YES,DIVGIITTS.NS,,7
DJML,DJ Mediaprint & Logistics Limited,INE0B1K01014,BE,NSE,DJML,ALL_NSE,,,,YES,DJML.NS,,7
DLINKINDIA,D-Link (India) Limited,INE250K01012,EQ,NSE,DLINKINDIA,ALL_NSE,,,,YES,DLINKINDIA.NS,,7
DMCC,DMCC SPECIALITY CHEMICALS LIMITED,INE505A01010,EQ,NSE,DMCC,ALL_NSE,,,,YES,DMCC.NS,,7
DNAMEDIA,Diligent Media Corporation Limited,INE016M01021,EQ,NSE,DNAMEDIA,ALL_NSE,,,,YES,DNAMEDIA.NS,,7
DODLA,Dodla Dairy Limited,INE021O01019,EQ,NSE,DODLA,ALL_NSE,,,,YES,DODLA.NS,,7
DOLATALGO,Dolat Algotech Limited,INE966A01022,EQ,NSE,DOLATALGO,ALL_NSE,,,,YES,DOLATALGO.NS,,7
DOLLAR,Dollar Industries Limited,INE325C01035,EQ,NSE,DOLLAR,ALL_NSE,,,,YES,DOLLAR.NS,,7
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,INE920A01037,EQ,NSE,DOLPHIN,ALL_NSE,,,,YES,DOLPHIN.NS,,7
DONEAR,Donear Industries Limited,INE668D01028,EQ,NSE,DONEAR,ALL_NSE,,,,YES,DONEAR.NS,,7
DPABHUSHAN,D. P. Abhushan Limited,INE266Y01019,EQ,NSE,DPABHUSHAN,ALL_NSE,,,,YES,DPABHUSHAN.NS,,7
DPSCLTD,DPSC Limited,INE360C01024,EQ,NSE,DPSCLTD,ALL_NSE,,,,YES,DPSCLTD.NS,,7
DPWIRES,D P Wires Limited,INE864X01013,EQ,NSE,DPWIRES,ALL_NSE,,,,YES,DPWIRES.NS,,7
DRCSYSTEMS,DRC Systems India Limited,INE03RS01027,EQ,NSE,DRCSYSTEMS,ALL_NSE,,,,YES,DRCSYSTEMS.NS,,7
DREAMFOLKS,Dreamfolks Services Limited,INE0JS101016,EQ,NSE,DREAMFOLKS,ALL_NSE,,,,YES,DREAMFOLKS.NS,,7
DREDGECORP,Dredging Corporation of India Limited,INE506A01018,EQ,NSE,DREDGECORP,ALL_NSE,,,,YES,DREDGECORP.NS,,7
DSFCL,DCM Shriram Fine Chemicals Limited,INE0OFM01015,EQ,NSE,DSFCL,ALL_NSE,,,,YES,DSFCL.NS,,7
DSSL,Dynacons Systems & Solutions Limited,INE417B01040,EQ,NSE,DSSL,ALL_NSE,,,,YES,DSSL.NS,,7
DTIL,Dhunseri Tea & Industries Limited,INE341R01014,EQ,NSE,DTIL,ALL_NSE,,,,YES,DTIL.NS,,7
DUCON,Ducon Infratechnologies Limited,INE741L01018,BE,NSE,DUCON,ALL_NSE,,,,YES,DUCON.NS,,7
DVL,Dhunseri Ventures Limited,INE477B01010,EQ,NSE,DVL,ALL_NSE,,,,YES,DVL.NS,,7
DWARKESH,Dwarikesh Sugar Industries Limited,INE366A01041,EQ,NSE,DWARKESH,ALL_NSE,,,,YES,DWARKESH.NS,,7
DYCL,Dynamic Cables Limited,INE600Y01019,EQ,NSE,DYCL,ALL_NSE,,,,YES,DYCL.NS,,7
DYNAMATECH,Dynamatic Technologies Limited,INE221B01012,EQ,NSE,DYNAMATECH,ALL_NSE,,,,YES,DYNAMATECH.NS,,7
DYNPRO,Dynemic Products Limited,INE256H01015,EQ,NSE,DYNPRO,ALL_NSE,,,,YES,DYNPRO.NS,,7
E2E,E2E Networks Limited,INE255Z01019,BE,NSE,E2E,ALL_NSE,,,,YES,E2E.NS,,7
EASEMYTRIP,Easy Trip Planners Limited,INE07O001026,EQ,NSE,EASEMYTRIP,ALL_NSE,,,,YES,EASEMYTRIP.NS,,7
EASTSILK,Eastern Silk Industries Limited,INE962C01035,BE,NSE,EASTSILK,ALL_NSE,,,,YES,EASTSILK.NS,,7
EBGNG,GNG Electronics Limited,INE18JU01028,EQ,NSE,EBGNG,ALL_NSE,,,,YES,EBGNG.NS,,7
ECOSMOBLTY,Ecos (India) Mobility & Hospitality Limited,INE06HJ01020,EQ,NSE,ECOSMOBLTY,ALL_NSE,,,,YES,ECOSMOBLTY.NS,,7
EDELWEISS,Edelweiss Financial Services Limited,INE532F01054,EQ,NSE,EDELWEISS,ALL_NSE,,,,YES,EDELWEISS.NS,,7
EDUCOMP,Educomp Solutions Limited,INE216H01027,BZ,NSE,EDUCOMP,ALL_NSE,,,,YES,EDUCOMP.NS,,7
EFCIL,EFC (I) Limited,INE886D01026,EQ,NSE,EFCIL,ALL_NSE,,,,YES,EFCIL.NS,,7
EIEL,Enviro Infra Engineers Limited,INE0LLY01014,EQ,NSE,EIEL,ALL_NSE,,,,YES,EIEL.NS,,7
EIFFL,Euro India Fresh Foods Limited,INE546V01010,EQ,NSE,EIFFL,ALL_NSE,,,,YES,EIFFL.NS,,7
EIHAHOTELS,EIH Associated Hotels Limited,INE276C01014,EQ,NSE,EIHAHOTELS,ALL_NSE,,,,YES,EIHAHOTELS.NS,,7
EIMCOELECO,Eimco Elecon (India) Limited,INE158B01016,EQ,NSE,EIMCOELECO,ALL_NSE,,,,YES,EIMCOELECO.NS,,7
EKC,Everest Kanto Cylinder Limited,INE184H01027,EQ,NSE,EKC,ALL_NSE,,,,YES,EKC.NS,,7
ELDEHSG,Eldeco Housing And Industries Limited,INE668G01021,EQ,NSE,ELDEHSG,ALL_NSE,,,,YES,ELDEHSG.NS,,7
ELECTCAST,Electrosteel Castings Limited,INE086A01029,EQ,NSE,ELECTCAST,ALL_NSE,,,,YES,ELECTCAST.NS,,7
ELECTHERM,Electrotherm (India) Limited,INE822G01016,EQ,NSE,ELECTHERM,ALL_NSE,,,,YES,ELECTHERM.NS,,7
ELGIRUBCO,Elgi Rubber Company Limited,INE819L01012,EQ,NSE,ELGIRUBCO,ALL_NSE,,,,YES,ELGIRUBCO.NS,,7
ELIN,Elin Electronics Limited,INE050401020,EQ,NSE,ELIN,ALL_NSE,,,,YES,ELIN.NS,,7
ELLEN,Ellenbarrie Industrial Gases Limited,INE236E01022,EQ,NSE,ELLEN,ALL_NSE,,,,YES,ELLEN.NS,,7
EMAMIPAP,Emami Paper Mills Limited,INE830C01026,EQ,NSE,EMAMIPAP,ALL_NSE,,,,YES,EMAMIPAP.NS,,7
EMAMIREAL,Emami Realty Limited,INE778K01012,EQ,NSE,EMAMIREAL,ALL_NSE,,,,YES,EMAMIREAL.NS,,7
EMBDL,Embassy Developments Limited,INE069I01010,BE,NSE,EMBDL,ALL_NSE,,,,YES,EMBDL.NS,,7
EMIL,Electronics Mart India Limited,INE02YR01019,EQ,NSE,EMIL,ALL_NSE,,,,YES,EMIL.NS,,7
EMKAY,Emkay Global Financial Services Limited,INE296H01011,EQ,NSE,EMKAY,ALL_NSE,,,,YES,EMKAY.NS,,7
EMMBI,Emmbi Industries Limited,INE753K01015,EQ,NSE,EMMBI,ALL_NSE,,,,YES,EMMBI.NS,,7
EMSLIMITED,EMS Limited,INE0OV601013,EQ,NSE,EMSLIMITED,ALL_NSE,,,,YES,EMSLIMITED.NS,,7
EMUDHRA,eMudhra Limited,INE01QM01018,EQ,NSE,EMUDHRA,ALL_NSE,,,,YES,EMUDHRA.NS,,7
ENERGYDEV,Energy Development Company Limited,INE306C01019,EQ,NSE,ENERGYDEV,ALL_NSE,,,,YES,ENERGYDEV.NS,,7
ENIL,Entertainment Network (India) Limited,INE265F01028,EQ,NSE,ENIL,ALL_NSE,,,,YES,ENIL.NS,,7
ENTERO,Entero Healthcare Solutions Limited,INE010601016,EQ,NSE,ENTERO,ALL_NSE,,,,YES,ENTERO.NS,,7
EPACK,EPACK Durable Limited,INE0G5901015,EQ,NSE,EPACK,ALL_NSE,,,,YES,EPACK.NS,,7
EPACKPEB,EPack Prefab Technologies Limited,INE0MLS01022,EQ,NSE,EPACKPEB,ALL_NSE,,,,YES,EPACKPEB.NS,,7
EPIGRAL,Epigral Limited,INE071N01016,EQ,NSE,EPIGRAL,ALL_NSE,,,,YES,EPIGRAL.NS,,7
EPL,EPL Limited,INE255A01020,EQ,NSE,EPL,ALL_NSE,,,,YES,EPL.NS,,7
EQUIPPP,Equippp Social Impact Technologies Limited,INE217G01035,BE,NSE,EQUIPPP,ALL_NSE,,,,YES,EQUIPPP.NS,,7
EQUITASBNK,Equitas Small Finance Bank Limited,INE063P01018,EQ,NSE,EQUITASBNK,ALL_NSE,,,,YES,EQUITASBNK.NS,,7
ESABINDIA,Esab India Limited,INE284A01012,EQ,NSE,ESABINDIA,ALL_NSE,,,,YES,ESABINDIA.NS,,7
ESAFSFB,ESAF Small Finance Bank Limited,INE818W01011,EQ,NSE,ESAFSFB,ALL_NSE,,,,YES,ESAFSFB.NS,,7
ESSARSHPNG,Essar Shipping Limited,INE122M01019,EQ,NSE,ESSARSHPNG,ALL_NSE,,,,YES,ESSARSHPNG.NS,,7
ESSENTIA,Integra Essentia Limited,INE418N01035,EQ,NSE,ESSENTIA,ALL_NSE,,,,YES,ESSENTIA.NS,,7
ESTER,Ester Industries Limited,INE778B01029,EQ,NSE,ESTER,ALL_NSE,,,,YES,ESTER.NS,,7
ETHOSLTD,Ethos Limited,INE04TZ01018,EQ,NSE,ETHOSLTD,ALL_NSE,,,,YES,ETHOSLTD.NS,,7
EUREKAFORB,Eureka Forbes Limited,INE0KCE01017,EQ,NSE,EUREKAFORB,ALL_NSE,,,,YES,EUREKAFORB.NS,,7
EUROBOND,Euro Panel Products Limited,INE505V01016,EQ,NSE,EUROBOND,ALL_NSE,,,,YES,EUROBOND.NS,,7
EUROPRATIK,Euro Pratik Sales Limited,INE198501012,EQ,NSE,EUROPRATIK,ALL_NSE,,,,YES,EUROPRATIK.NS,,7
EUROTEXIND,Eurotex Industries and Exports Limited,INE022C01012,EQ,NSE,EUROTEXIND,ALL_NSE,,,,YES,EUROTEXIND.NS,,7
EVEREADY,Eveready Industries India Limited,INE128A01029,EQ,NSE,EVEREADY,ALL_NSE,,,,YES,EVEREADY.NS,,7
EVERESTIND,Everest Industries Limited,INE295A01018,EQ,NSE,EVERESTIND,ALL_NSE,,,,YES,EVERESTIND.NS,,7
EXCELINDUS,Excel Industries Limited,INE369A01029,EQ,NSE,EXCELINDUS,ALL_NSE,,,,YES,EXCELINDUS.NS,,7
EXCELSOFT,Excelsoft Technologies Limited,INE606N01019,EQ,NSE,EXCELSOFT,ALL_NSE,,,,YES,EXCELSOFT.NS,,7
EXICOM,Exicom Tele-Systems Limited,INE777F01014,EQ,NSE,EXICOM,ALL_NSE,,,,YES,EXICOM.NS,,7
EXPLEOSOL,Expleo Solutions Limited,INE201K01015,EQ,NSE,EXPLEOSOL,ALL_NSE,,,,YES,EXPLEOSOL.NS,,7
EXXARO,Exxaro Tiles Limited,INE0GFE01026,EQ,NSE,EXXARO,ALL_NSE,,,,YES,EXXARO.NS,,7
